player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,rad_win
Pugna,Meepo,Sand King,Oracle,Dark Seer,Beastmaster,Timbersaw,Abaddon,Phoenix,Legion Commander,True
Zeus,Tinker,Crystal Maiden,Abaddon,Troll Warlord,Morphling,Night Stalker,Mirana,Death Prophet,Witch Doctor,True
Night Stalker,Magnus,Pudge,Ursa,Juggernaut,Meepo,Phantom Assassin,Windranger,Sniper,Alchemist,True
Templar Assassin,Omniknight,Weaver,Jakiro,Brewmaster,Sven,Nyx Assassin,Io,Ember Spirit,Lion,True
Visage,Bristleback,Naga Siren,Broodmother,Shadow Fiend,Viper,Ursa,Weaver,Pudge,Enchantress,False
Rubick,Lich,Batrider,Invoker,Troll Warlord,Lina,Enchantress,Tidehunter,Axe,Tinker,True
Terrorblade,Puck,Omniknight,Weaver,Pudge,Venomancer,Nature's Prophet,Sand King,Clockwerk,Centaur Warrunner,True
Invoker,Enigma,Troll Warlord,Slark,Kunkka,Earthshaker,Dark Seer,Phantom Assassin,Pudge,Queen of Pain,False
Legion Commander,Jakiro,Lycan,Sven,Treant Protector,Clinkz,Lich,Ancient Apparition,Winter Wyvern,Morphling,True
Arc Warden,Skywrath Mage,Drow Ranger,Ancient Apparition,Necrophos,Juggernaut,Legion Commander,Pudge,Troll Warlord,Vengeful Spirit,True
Alchemist,Vengeful Spirit,Phantom Lancer,Clinkz,Dazzle,Troll Warlord,Omniknight,Weaver,Medusa,Mirana,True
Morphling,Techies,Sand King,Puck,Bloodseeker,Spirit Breaker,Arc Warden,Earthshaker,Troll Warlord,Shadow Fiend,True
Queen of Pain,Meepo,Pudge,Phantom Assassin,Chaos Knight,Faceless Void,Monkey King,Earthshaker,Lion,Invoker,True
Riki,Sniper,Sven,Slark,Phantom Assassin,Spectre,Shadow Fiend,Anti-Mage,Slardar,Dragon Knight,True
Monkey King,Necrophos,Phantom Assassin,Dazzle,Mirana,Slardar,Batrider,Earth Spirit,Abaddon,Storm Spirit,True
Earth Spirit,Arc Warden,Omniknight,Lina,Sniper,Pudge,Dragon Knight,Phantom Assassin,Zeus,Riki,True
Night Stalker,Chen,Faceless Void,Pugna,Skywrath Mage,Clinkz,Lina,Tinker,Lich,Bane,True
Drow Ranger,Earthshaker,Shadow Fiend,Spectre,Ember Spirit,Storm Spirit,Troll Warlord,Clinkz,Bristleback,Lycan,False
Juggernaut,Pudge,Slardar,Sniper,Phantom Assassin,Sven,Slark,Tinker,Troll Warlord,Weaver,False
Venomancer,Crystal Maiden,Phantom Assassin,Queen of Pain,Earthshaker,Sniper,Huskar,Riki,Faceless Void,Ogre Magi,False
Windranger,Mirana,Batrider,Tusk,Clinkz,Axe,Centaur Warrunner,Timbersaw,Leshrac,Huskar,False
Crystal Maiden,Nyx Assassin,Invoker,Ursa,Necrophos,Tinker,Phantom Lancer,Shadow Shaman,Windranger,Mirana,False
Templar Assassin,Alchemist,Lion,Night Stalker,Crystal Maiden,Viper,Morphling,Underlord,Riki,Pugna,False
Weaver,Invoker,Morphling,Shadow Demon,Shadow Shaman,Night Stalker,Bristleback,Jakiro,Ursa,Crystal Maiden,False
Bristleback,Enchantress,Enigma,Undying,Bounty Hunter,Warlock,Invoker,Meepo,Arc Warden,Tinker,True
Phantom Assassin,Rubick,Earthshaker,Storm Spirit,Weaver,Bloodseeker,Zeus,Sven,Spirit Breaker,Io,False
Morphling,Lifestealer,Broodmother,Sand King,Death Prophet,Nyx Assassin,Ember Spirit,Techies,Wraith King,Ursa,True
Spectre,Windranger,Skywrath Mage,Leshrac,Lifestealer,Bounty Hunter,Anti-Mage,Phantom Lancer,Ember Spirit,Bloodseeker,False
Broodmother,Viper,Wraith King,Vengeful Spirit,Treant Protector,Phantom Assassin,Earthshaker,Omniknight,Techies,Ursa,True
Troll Warlord,Skywrath Mage,Arc Warden,Elder Titan,Ogre Magi,Spirit Breaker,Juggernaut,Timbersaw,Phantom Lancer,Death Prophet,False
Sniper,Medusa,Phantom Lancer,Faceless Void,Spirit Breaker,Anti-Mage,Slark,Pudge,Phantom Assassin,Io,True
Dragon Knight,Magnus,Anti-Mage,Spirit Breaker,Earth Spirit,Underlord,Elder Titan,Sand King,Clockwerk,Broodmother,True
Venomancer,Sand King,Terrorblade,Night Stalker,Visage,Broodmother,Slardar,Enchantress,Alchemist,Necrophos,False
Lina,Night Stalker,Clinkz,Legion Commander,Windranger,Centaur Warrunner,Disruptor,Batrider,Lycan,Broodmother,True
Vengeful Spirit,Tinker,Lina,Spectre,Witch Doctor,Earthshaker,Storm Spirit,Arc Warden,Slark,Techies,False
Ursa,Nature's Prophet,Tiny,Mirana,Bounty Hunter,Visage,Venomancer,Abaddon,Broodmother,Viper,True
Pudge,Night Stalker,Chaos Knight,Io,Treant Protector,Earthshaker,Elder Titan,Sand King,Tusk,Slardar,False
Storm Spirit,Elder Titan,Bristleback,Keeper of the Light,Phantom Lancer,Sand King,Phoenix,Chen,Ember Spirit,Kunkka,True
Bloodseeker,Pugna,Troll Warlord,Sniper,Silencer,Sven,Gyrocopter,Pudge,Underlord,Anti-Mage,True
Pugna,Legion Commander,Shadow Fiend,Ursa,Lich,Skywrath Mage,Lina,Tiny,Chen,Wraith King,False
Faceless Void,Riki,Venomancer,Jakiro,Bloodseeker,Slardar,Earthshaker,Templar Assassin,Phantom Assassin,Viper,True
Earth Spirit,Pugna,Elder Titan,Sniper,Phoenix,Nature's Prophet,Monkey King,Undying,Pudge,Centaur Warrunner,False
Phantom Assassin,Pudge,Riki,Weaver,Spirit Breaker,Omniknight,Invoker,Clockwerk,Monkey King,Bristleback,False
Underlord,Dragon Knight,Anti-Mage,Ursa,Drow Ranger,Tidehunter,Lich,Tiny,Lina,Phantom Lancer,True
Troll Warlord,Bloodseeker,Windranger,Beastmaster,Bounty Hunter,Faceless Void,Slardar,Mirana,Sven,Chaos Knight,True
Luna,Axe,Troll Warlord,Kunkka,Invoker,Windranger,Mirana,Monkey King,Silencer,Techies,False
Treant Protector,Silencer,Bristleback,Sven,Disruptor,Enigma,Ursa,Invoker,Broodmother,Venomancer,True
Witch Doctor,Ursa,Drow Ranger,Vengeful Spirit,Riki,Luna,Night Stalker,Terrorblade,Clinkz,Omniknight,True
Ursa,Gyrocopter,Timbersaw,Spirit Breaker,Axe,Bloodseeker,Spectre,Ogre Magi,Templar Assassin,Medusa,True
Lone Druid,Silencer,Ursa,Phantom Assassin,Faceless Void,Keeper of the Light,Medusa,Lycan,Pudge,Invoker,False
Sniper,Earthshaker,Anti-Mage,Rubick,Mirana,Weaver,Monkey King,Lich,Pudge,Witch Doctor,True
Lone Druid,Sven,Riki,Venomancer,Wraith King,Tiny,Juggernaut,Windranger,Troll Warlord,Io,False
Tusk,Monkey King,Clinkz,Silencer,Oracle,Treant Protector,Weaver,Underlord,Necrophos,Invoker,True
Legion Commander,Weaver,Viper,Necrophos,Jakiro,Shadow Shaman,Phoenix,Luna,Doom,Faceless Void,True
Luna,Io,Legion Commander,Tusk,Anti-Mage,Omniknight,Ember Spirit,Bloodseeker,Elder Titan,Underlord,True
Tusk,Legion Commander,Sven,Shadow Fiend,Night Stalker,Nyx Assassin,Enchantress,Lion,Slark,Bounty Hunter,True
Keeper of the Light,Windranger,Tinker,Chaos Knight,Axe,Pudge,Bloodseeker,Vengeful Spirit,Winter Wyvern,Necrophos,True
Invoker,Lich,Meepo,Viper,Bloodseeker,Troll Warlord,Shadow Demon,Tinker,Spirit Breaker,Drow Ranger,False
Nyx Assassin,Windranger,Timbersaw,Troll Warlord,Mirana,Pudge,Terrorblade,Winter Wyvern,Nature's Prophet,Zeus,False
Sniper,Legion Commander,Riki,Phoenix,Viper,Spectre,Bounty Hunter,Ancient Apparition,Pudge,Bloodseeker,True
Luna,Enchantress,Witch Doctor,Shadow Demon,Brewmaster,Tusk,Centaur Warrunner,Silencer,Keeper of the Light,Elder Titan,True
Templar Assassin,Clinkz,Beastmaster,Alchemist,Bloodseeker,Earth Spirit,Omniknight,Axe,Lone Druid,Elder Titan,True
Sniper,Huskar,Lion,Silencer,Templar Assassin,Phantom Assassin,Storm Spirit,Anti-Mage,Warlock,Weaver,False
Ember Spirit,Jakiro,Outworld Devourer,Sven,Wraith King,Death Prophet,Slark,Templar Assassin,Queen of Pain,Earthshaker,True
Undying,Io,Night Stalker,Zeus,Bounty Hunter,Abaddon,Terrorblade,Templar Assassin,Lycan,Vengeful Spirit,True
Invoker,Troll Warlord,Magnus,Keeper of the Light,Witch Doctor,Venomancer,Spectre,Earthshaker,Dazzle,Pugna,False
Lone Druid,Earthshaker,Clockwerk,Templar Assassin,Riki,Phantom Assassin,Crystal Maiden,Sven,Drow Ranger,Lina,True
Silencer,Ogre Magi,Luna,Ember Spirit,Lina,Drow Ranger,Jakiro,Spectre,Outworld Devourer,Riki,False
Jakiro,Invoker,Enchantress,Keeper of the Light,Pugna,Techies,Winter Wyvern,Anti-Mage,Puck,Brewmaster,True
Bounty Hunter,Treant Protector,Huskar,Invoker,Ogre Magi,Windranger,Luna,Ancient Apparition,Nature's Prophet,Phantom Assassin,True
Broodmother,Lich,Drow Ranger,Sniper,Bounty Hunter,Pudge,Lion,Riki,Shadow Shaman,Troll Warlord,True
Wraith King,Dragon Knight,Gyrocopter,Legion Commander,Treant Protector,Elder Titan,Sand King,Earthshaker,Tiny,Clinkz,False
Weaver,Rubick,Undying,Dragon Knight,Legion Commander,Slark,Axe,Tinker,Dazzle,Tidehunter,True
Venomancer,Beastmaster,Queen of Pain,Ember Spirit,Pugna,Earth Spirit,Nature's Prophet,Shadow Demon,Phantom Assassin,Io,True
Crystal Maiden,Drow Ranger,Doom,Huskar,Shadow Fiend,Alchemist,Dark Seer,Sniper,Timbersaw,Legion Commander,True
Ogre Magi,Drow Ranger,Sniper,Earthshaker,Venomancer,Lion,Lina,Spectre,Anti-Mage,Undying,False
Razor,Night Stalker,Venomancer,Nature's Prophet,Sniper,Tiny,Juggernaut,Broodmother,Spectre,Anti-Mage,True
Gyrocopter,Vengeful Spirit,Monkey King,Puck,Winter Wyvern,Troll Warlord,Crystal Maiden,Magnus,Spectre,Razor,True
Juggernaut,Magnus,Morphling,Brewmaster,Disruptor,Templar Assassin,Phoenix,Pugna,Venomancer,Invoker,True
Luna,Terrorblade,Huskar,Sand King,Troll Warlord,Tidehunter,Sniper,Legion Commander,Crystal Maiden,Spectre,False
Lich,Silencer,Spirit Breaker,Keeper of the Light,Ogre Magi,Brewmaster,Centaur Warrunner,Kunkka,Weaver,Beastmaster,False
Treant Protector,Magnus,Winter Wyvern,Luna,Shadow Fiend,Naga Siren,Ursa,Viper,Vengeful Spirit,Spectre,False
Crystal Maiden,Slark,Dragon Knight,Storm Spirit,Windranger,Phantom Assassin,Faceless Void,Keeper of the Light,Tinker,Night Stalker,False
Legion Commander,Juggernaut,Drow Ranger,Batrider,Broodmother,Bloodseeker,Bounty Hunter,Huskar,Spirit Breaker,Sniper,True
Alchemist,Slardar,Weaver,Abaddon,Faceless Void,Phoenix,Lich,Tinker,Spectre,Treant Protector,False
Huskar,Broodmother,Earthshaker,Sven,Tusk,Faceless Void,Elder Titan,Phoenix,Meepo,Anti-Mage,False
Pugna,Necrophos,Terrorblade,Luna,Venomancer,Gyrocopter,Monkey King,Chaos Knight,Queen of Pain,Beastmaster,True
Witch Doctor,Storm Spirit,Axe,Bounty Hunter,Invoker,Gyrocopter,Clinkz,Phantom Assassin,Bristleback,Silencer,False
Disruptor,Juggernaut,Queen of Pain,Legion Commander,Shadow Demon,Lycan,Necrophos,Templar Assassin,Wraith King,Pudge,False
Leshrac,Doom,Sniper,Bloodseeker,Sand King,Terrorblade,Drow Ranger,Queen of Pain,Bristleback,Timbersaw,False
Io,Bloodseeker,Invoker,Oracle,Lone Druid,Legion Commander,Lion,Slardar,Crystal Maiden,Pugna,False
Doom,Phantom Assassin,Lifestealer,Necrophos,Bane,Dragon Knight,Earth Spirit,Sniper,Viper,Pudge,False
Nyx Assassin,Pugna,Kunkka,Tinker,Lifestealer,Ancient Apparition,Lycan,Necrophos,Enchantress,Lich,False
Bounty Hunter,Skywrath Mage,Underlord,Venomancer,Centaur Warrunner,Phoenix,Pudge,Kunkka,Sniper,Rubick,True
Lycan,Axe,Viper,Broodmother,Arc Warden,Venomancer,Sven,Shadow Shaman,Clockwerk,Monkey King,False
Necrophos,Lycan,Monkey King,Broodmother,Skywrath Mage,Lich,Rubick,Legion Commander,Nature's Prophet,Tiny,False
Weaver,Jakiro,Nature's Prophet,Clinkz,Lycan,Dragon Knight,Outworld Devourer,Undying,Elder Titan,Bloodseeker,True
Ancient Apparition,Techies,Meepo,Visage,Magnus,Invoker,Lich,Sven,Nature's Prophet,Windranger,False
Lifestealer,Undying,Tinker,Dragon Knight,Necrophos,Ember Spirit,Visage,Spectre,Sand King,Lion,False
Silencer,Phantom Assassin,Juggernaut,Huskar,Kunkka,Nature's Prophet,Timbersaw,Riki,Broodmother,Crystal Maiden,True
Omniknight,Brewmaster,Warlock,Kunkka,Ember Spirit,Wraith King,Lone Druid,Tiny,Bane,Vengeful Spirit,True
Razor,Visage,Phantom Lancer,Terrorblade,Venomancer,Medusa,Batrider,Meepo,Pugna,Mirana,True
Drow Ranger,Phantom Lancer,Vengeful Spirit,Centaur Warrunner,Ursa,Outworld Devourer,Tiny,Shadow Demon,Sand King,Brewmaster,True
Silencer,Kunkka,Crystal Maiden,Nyx Assassin,Meepo,Clockwerk,Mirana,Skywrath Mage,Invoker,Phantom Assassin,True
Sniper,Anti-Mage,Drow Ranger,Tinker,Nature's Prophet,Viper,Riki,Alchemist,Huskar,Bounty Hunter,False
Drow Ranger,Techies,Kunkka,Necrophos,Slark,Bristleback,Pugna,Naga Siren,Riki,Timbersaw,True
Pudge,Faceless Void,Shadow Demon,Phoenix,Night Stalker,Legion Commander,Sven,Zeus,Omniknight,Monkey King,False
Tinker,Drow Ranger,Tiny,Slark,Wraith King,Spirit Breaker,Pudge,Sven,Night Stalker,Broodmother,False
Keeper of the Light,Meepo,Drow Ranger,Dragon Knight,Weaver,Luna,Bloodseeker,Night Stalker,Clinkz,Faceless Void,True
Tiny,Rubick,Viper,Vengeful Spirit,Juggernaut,Phantom Assassin,Anti-Mage,Tinker,Silencer,Bristleback,False
Outworld Devourer,Legion Commander,Viper,Puck,Sniper,Ursa,Bounty Hunter,Wraith King,Vengeful Spirit,Ancient Apparition,False
Dragon Knight,Weaver,Gyrocopter,Jakiro,Sniper,Slark,Night Stalker,Bloodseeker,Dazzle,Tidehunter,True
Windranger,Lich,Drow Ranger,Rubick,Pudge,Wraith King,Storm Spirit,Doom,Morphling,Sven,True
Doom,Tiny,Meepo,Treant Protector,Slark,Sven,Riki,Huskar,Ogre Magi,Terrorblade,False
Drow Ranger,Axe,Visage,Underlord,Necrophos,Riki,Invoker,Tiny,Earthshaker,Luna,True
Tinker,Lone Druid,Sniper,Drow Ranger,Necrophos,Tusk,Lifestealer,Undying,Wraith King,Vengeful Spirit,False
Faceless Void,Viper,Monkey King,Nyx Assassin,Outworld Devourer,Riki,Phantom Assassin,Gyrocopter,Sniper,Chaos Knight,False
Ogre Magi,Ursa,Slark,Rubick,Dazzle,Abaddon,Lion,Riki,Enigma,Clinkz,True
Undying,Huskar,Vengeful Spirit,Weaver,Drow Ranger,Tusk,Pugna,Slark,Silencer,Sven,True
Jakiro,Wraith King,Shadow Shaman,Venomancer,Axe,Anti-Mage,Juggernaut,Invoker,Pudge,Lycan,True
Magnus,Spirit Breaker,Axe,Templar Assassin,Sven,Lion,Bounty Hunter,Phantom Lancer,Tiny,Clinkz,True
Lina,Axe,Sniper,Bane,Juggernaut,Shadow Fiend,Legion Commander,Phantom Lancer,Io,Shadow Shaman,True
Sand King,Treant Protector,Disruptor,Bloodseeker,Mirana,Ancient Apparition,Gyrocopter,Luna,Huskar,Slardar,False
Earthshaker,Venomancer,Death Prophet,Spirit Breaker,Zeus,Dark Seer,Puck,Ember Spirit,Ogre Magi,Silencer,True
Phantom Lancer,Venomancer,Pudge,Windranger,Doom,Anti-Mage,Sniper,Drow Ranger,Invoker,Axe,True
Ogre Magi,Crystal Maiden,Slardar,Viper,Enchantress,Weaver,Bounty Hunter,Luna,Sven,Doom,True
Doom,Winter Wyvern,Ember Spirit,Undying,Queen of Pain,Io,Visage,Phantom Assassin,Zeus,Tidehunter,True
Invoker,Leshrac,Earth Spirit,Tusk,Dragon Knight,Tidehunter,Broodmother,Luna,Monkey King,Shadow Fiend,True
Lion,Pudge,Sniper,Invoker,Nature's Prophet,Windranger,Mirana,Slark,Monkey King,Lina,True
Pugna,Chaos Knight,Lone Druid,Venomancer,Mirana,Ancient Apparition,Kunkka,Omniknight,Bounty Hunter,Invoker,True
Disruptor,Bloodseeker,Invoker,Viper,Phoenix,Sniper,Slark,Axe,Huskar,Legion Commander,True
Clockwerk,Templar Assassin,Spirit Breaker,Keeper of the Light,Vengeful Spirit,Treant Protector,Lina,Ursa,Storm Spirit,Sniper,True
Wraith King,Crystal Maiden,Nyx Assassin,Invoker,Kunkka,Shadow Shaman,Phoenix,Tiny,Juggernaut,Bloodseeker,True
Warlock,Crystal Maiden,Centaur Warrunner,Terrorblade,Vengeful Spirit,Jakiro,Lone Druid,Shadow Fiend,Clockwerk,Huskar,True
Nature's Prophet,Shadow Fiend,Spectre,Disruptor,Rubick,Shadow Shaman,Puck,Pudge,Anti-Mage,Earthshaker,True
Spirit Breaker,Faceless Void,Lich,Terrorblade,Templar Assassin,Shadow Fiend,Sniper,Phantom Assassin,Juggernaut,Alchemist,False
Earthshaker,Bloodseeker,Nyx Assassin,Nature's Prophet,Clinkz,Tidehunter,Oracle,Axe,Dragon Knight,Lifestealer,True
Undying,Pudge,Dragon Knight,Lich,Ancient Apparition,Broodmother,Tinker,Skywrath Mage,Winter Wyvern,Phantom Lancer,False
Warlock,Treant Protector,Troll Warlord,Beastmaster,Lifestealer,Meepo,Earthshaker,Pudge,Alchemist,Nature's Prophet,False
Doom,Sand King,Sniper,Magnus,Slark,Venomancer,Nyx Assassin,Dragon Knight,Crystal Maiden,Juggernaut,False
Bloodseeker,Tiny,Elder Titan,Io,Treant Protector,Earth Spirit,Sven,Tusk,Sand King,Legion Commander,False
Viper,Lina,Troll Warlord,Dragon Knight,Sniper,Enchantress,Weaver,Naga Siren,Sand King,Elder Titan,False
Nature's Prophet,Jakiro,Beastmaster,Alchemist,Abaddon,Enchantress,Pugna,Keeper of the Light,Skywrath Mage,Lich,True
Tidehunter,Juggernaut,Leshrac,Tusk,Omniknight,Magnus,Huskar,Timbersaw,Faceless Void,Keeper of the Light,False
Sniper,Venomancer,Wraith King,Puck,Sven,Riki,Oracle,Bloodseeker,Phantom Assassin,Windranger,False
Axe,Troll Warlord,Templar Assassin,Necrophos,Phantom Lancer,Puck,Earth Spirit,Storm Spirit,Undying,Jakiro,True
Faceless Void,Shadow Fiend,Anti-Mage,Axe,Leshrac,Legion Commander,Meepo,Dazzle,Jakiro,Necrophos,False
Nature's Prophet,Troll Warlord,Sand King,Kunkka,Winter Wyvern,Lina,Ember Spirit,Medusa,Dragon Knight,Witch Doctor,True
Undying,Omniknight,Witch Doctor,Vengeful Spirit,Weaver,Elder Titan,Rubick,Bristleback,Legion Commander,Pudge,False
Lina,Luna,Pudge,Tiny,Invoker,Windranger,Nyx Assassin,Nature's Prophet,Templar Assassin,Spirit Breaker,False
Mirana,Juggernaut,Keeper of the Light,Warlock,Io,Witch Doctor,Legion Commander,Phantom Lancer,Chen,Pugna,True
Shadow Fiend,Razor,Wraith King,Earthshaker,Shadow Demon,Viper,Slardar,Drow Ranger,Windranger,Bloodseeker,True
Phantom Assassin,Kunkka,Lifestealer,Spirit Breaker,Wraith King,Enigma,Phoenix,Abaddon,Tinker,Sand King,True
Drow Ranger,Leshrac,Venomancer,Razor,Sniper,Death Prophet,Weaver,Underlord,Naga Siren,Pudge,True
Oracle,Io,Bane,Weaver,Meepo,Bounty Hunter,Outworld Devourer,Necrophos,Nature's Prophet,Phantom Assassin,False
Terrorblade,Luna,Templar Assassin,Nyx Assassin,Beastmaster,Invoker,Keeper of the Light,Juggernaut,Jakiro,Clockwerk,False
Clinkz,Pudge,Puck,Viper,Winter Wyvern,Vengeful Spirit,Juggernaut,Warlock,Storm Spirit,Necrophos,True
Broodmother,Timbersaw,Kunkka,Nature's Prophet,Phantom Lancer,Warlock,Winter Wyvern,Lion,Tinker,Windranger,True
Bounty Hunter,Templar Assassin,Broodmother,Brewmaster,Nature's Prophet,Phantom Assassin,Timbersaw,Pugna,Crystal Maiden,Sniper,False
Windranger,Viper,Elder Titan,Broodmother,Ursa,Slark,Invoker,Bane,Meepo,Sniper,True
Nature's Prophet,Death Prophet,Necrophos,Beastmaster,Bane,Chen,Io,Shadow Demon,Oracle,Pugna,True
Bounty Hunter,Sven,Io,Clockwerk,Spirit Breaker,Doom,Earth Spirit,Omniknight,Sand King,Undying,True
Jakiro,Bloodseeker,Storm Spirit,Troll Warlord,Ogre Magi,Anti-Mage,Nature's Prophet,Windranger,Sven,Razor,True
Earthshaker,Juggernaut,Kunkka,Undying,Bristleback,Monkey King,Lich,Necrophos,Zeus,Huskar,True
Crystal Maiden,Earthshaker,Doom,Faceless Void,Axe,Witch Doctor,Skywrath Mage,Jakiro,Ancient Apparition,Bristleback,True
Huskar,Legion Commander,Viper,Dragon Knight,Warlock,Monkey King,Phantom Assassin,Troll Warlord,Silencer,Ursa,True
Tinker,Skywrath Mage,Slark,Sand King,Necrophos,Lina,Nature's Prophet,Ogre Magi,Faceless Void,Juggernaut,True
Necrophos,Arc Warden,Slark,Pudge,Crystal Maiden,Lina,Juggernaut,Batrider,Bounty Hunter,Phoenix,True
Phantom Assassin,Silencer,Chaos Knight,Juggernaut,Shadow Shaman,Ember Spirit,Dark Seer,Naga Siren,Bloodseeker,Spectre,True
Omniknight,Dragon Knight,Undying,Earth Spirit,Slardar,Earthshaker,Sven,Tusk,Chaos Knight,Phoenix,True
Windranger,Spirit Breaker,Drow Ranger,Invoker,Juggernaut,Pudge,Monkey King,Luna,Crystal Maiden,Bounty Hunter,True
Magnus,Phantom Assassin,Monkey King,Bounty Hunter,Riki,Rubick,Dazzle,Wraith King,Drow Ranger,Pudge,False
Necrophos,Nature's Prophet,Riki,Juggernaut,Crystal Maiden,Ogre Magi,Drow Ranger,Templar Assassin,Timbersaw,Sven,True
Slark,Ogre Magi,Bounty Hunter,Sniper,Venomancer,Shadow Fiend,Keeper of the Light,Ursa,Pudge,Monkey King,False
Outworld Devourer,Nature's Prophet,Clockwerk,Keeper of the Light,Phantom Assassin,Juggernaut,Faceless Void,Queen of Pain,Ogre Magi,Razor,False
Rubick,Mirana,Lifestealer,Treant Protector,Riki,Dazzle,Shadow Fiend,Silencer,Luna,Venomancer,False
Dragon Knight,Io,Nature's Prophet,Warlock,Anti-Mage,Slardar,Batrider,Ursa,Tiny,Underlord,False
Axe,Monkey King,Lion,Viper,Clinkz,Clockwerk,Phantom Assassin,Lich,Sniper,Rubick,False
Outworld Devourer,Bristleback,Riki,Anti-Mage,Keeper of the Light,Zeus,Bloodseeker,Phantom Assassin,Medusa,Tidehunter,False
Clinkz,Lifestealer,Magnus,Timbersaw,Treant Protector,Ember Spirit,Night Stalker,Huskar,Anti-Mage,Wraith King,False
Legion Commander,Windranger,Lina,Crystal Maiden,Anti-Mage,Shadow Demon,Earthshaker,Luna,Necrophos,Bloodseeker,False
Ursa,Vengeful Spirit,Drow Ranger,Underlord,Alchemist,Centaur Warrunner,Bloodseeker,Crystal Maiden,Luna,Chaos Knight,True
Nature's Prophet,Dark Seer,Bane,Faceless Void,Silencer,Magnus,Anti-Mage,Winter Wyvern,Axe,Slark,False
Axe,Drow Ranger,Bloodseeker,Outworld Devourer,Spirit Breaker,Shadow Shaman,Juggernaut,Tinker,Monkey King,Sven,False
Riki,Witch Doctor,Pudge,Tinker,Sven,Juggernaut,Tiny,Batrider,Zeus,Monkey King,True
Bounty Hunter,Bloodseeker,Phantom Lancer,Enchantress,Bristleback,Phantom Assassin,Lion,Disruptor,Queen of Pain,Legion Commander,True
Ember Spirit,Faceless Void,Oracle,Sand King,Batrider,Earth Spirit,Doom,Lifestealer,Mirana,Shadow Shaman,False
Abaddon,Lich,Kunkka,Troll Warlord,Slardar,Necrophos,Lion,Arc Warden,Crystal Maiden,Phantom Assassin,True
Kunkka,Faceless Void,Tiny,Shadow Demon,Phantom Assassin,Sven,Viper,Rubick,Lion,Nature's Prophet,False
Drow Ranger,Jakiro,Enchantress,Axe,Broodmother,Oracle,Nature's Prophet,Dazzle,Sniper,Naga Siren,False
Tusk,Legion Commander,Juggernaut,Storm Spirit,Gyrocopter,Clinkz,Templar Assassin,Weaver,Vengeful Spirit,Ursa,False
Juggernaut,Lion,Sand King,Bounty Hunter,Ursa,Anti-Mage,Puck,Earth Spirit,Broodmother,Legion Commander,True
Spirit Breaker,Zeus,Queen of Pain,Timbersaw,Pudge,Sven,Crystal Maiden,Jakiro,Drow Ranger,Bristleback,False
Visage,Crystal Maiden,Arc Warden,Silencer,Venomancer,Weaver,Alchemist,Shadow Demon,Slark,Lina,True
Lifestealer,Windranger,Enchantress,Phantom Assassin,Lich,Invoker,Templar Assassin,Shadow Demon,Legion Commander,Undying,False
Sven,Tidehunter,Wraith King,Lone Druid,Phoenix,Night Stalker,Puck,Winter Wyvern,Mirana,Skywrath Mage,False
Tiny,Omniknight,Pugna,Lina,Undying,Vengeful Spirit,Disruptor,Elder Titan,Morphling,Invoker,True
Ogre Magi,Rubick,Anti-Mage,Centaur Warrunner,Windranger,Nature's Prophet,Monkey King,Storm Spirit,Faceless Void,Ancient Apparition,False
Magnus,Razor,Anti-Mage,Nature's Prophet,Jakiro,Io,Chen,Tidehunter,Meepo,Beastmaster,True
Invoker,Naga Siren,Terrorblade,Dragon Knight,Viper,Techies,Beastmaster,Faceless Void,Broodmother,Underlord,True
Lion,Invoker,Lone Druid,Leshrac,Morphling,Earth Spirit,Timbersaw,Mirana,Chaos Knight,Shadow Fiend,False
Clinkz,Legion Commander,Vengeful Spirit,Drow Ranger,Riki,Shadow Fiend,Sniper,Pudge,Invoker,Ursa,True
Drow Ranger,Death Prophet,Wraith King,Riki,Viper,Clinkz,Pudge,Dragon Knight,Bounty Hunter,Sven,True
Arc Warden,Crystal Maiden,Omniknight,Silencer,Enchantress,Weaver,Phantom Assassin,Ursa,Io,Chaos Knight,False
Bane,Wraith King,Morphling,Ember Spirit,Windranger,Shadow Fiend,Weaver,Io,Lina,Dragon Knight,True
Monkey King,Sniper,Sven,Io,Spectre,Luna,Drow Ranger,Bloodseeker,Lich,Bristleback,True
Bane,Vengeful Spirit,Bristleback,Oracle,Nature's Prophet,Lion,Lich,Io,Disruptor,Lina,True
Venomancer,Lich,Wraith King,Slardar,Lion,Treant Protector,Anti-Mage,Death Prophet,Night Stalker,Phantom Assassin,False
Faceless Void,Bounty Hunter,Queen of Pain,Timbersaw,Juggernaut,Skywrath Mage,Tidehunter,Underlord,Nyx Assassin,Monkey King,True
Lion,Dazzle,Vengeful Spirit,Pudge,Windranger,Sniper,Doom,Ursa,Visage,Faceless Void,True
Mirana,Undying,Monkey King,Lina,Broodmother,Necrophos,Treant Protector,Batrider,Drow Ranger,Bristleback,False
Juggernaut,Morphling,Earthshaker,Ember Spirit,Ancient Apparition,Lycan,Skywrath Mage,Anti-Mage,Dazzle,Slardar,False
Invoker,Death Prophet,Mirana,Terrorblade,Undying,Silencer,Sniper,Earthshaker,Shadow Demon,Legion Commander,False
Night Stalker,Lifestealer,Nature's Prophet,Arc Warden,Viper,Skywrath Mage,Witch Doctor,Puck,Crystal Maiden,Techies,True
