player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,rad_win
Viper,Death Prophet,Drow Ranger,Centaur Warrunner,Visage,Vengeful Spirit,Troll Warlord,Sniper,Juggernaut,Razor,True
Invoker,Monkey King,Warlock,Pugna,Sven,Silencer,Ursa,Alchemist,Omniknight,Axe,True
Pudge,Ursa,Bloodseeker,Lion,Timbersaw,Invoker,Sniper,Windranger,Necrophos,Crystal Maiden,True
Earthshaker,Lifestealer,Winter Wyvern,Medusa,Viper,Leshrac,Bristleback,Puck,Ursa,Axe,True
Templar Assassin,Bounty Hunter,Clockwerk,Skywrath Mage,Mirana,Queen of Pain,Luna,Io,Pugna,Puck,False
Batrider,Windranger,Bane,Storm Spirit,Night Stalker,Spirit Breaker,Abaddon,Luna,Juggernaut,Tinker,True
Meepo,Bounty Hunter,Rubick,Mirana,Night Stalker,Storm Spirit,Skywrath Mage,Huskar,Pudge,Morphling,True
Bristleback,Leshrac,Monkey King,Huskar,Oracle,Earthshaker,Anti-Mage,Phantom Assassin,Nyx Assassin,Lone Druid,True
Juggernaut,Meepo,Omniknight,Invoker,Weaver,Bloodseeker,Pudge,Treant Protector,Clockwerk,Sven,True
Earthshaker,Viper,Disruptor,Necrophos,Ursa,Mirana,Sniper,Jakiro,Anti-Mage,Queen of Pain,True
Treant Protector,Faceless Void,Lina,Windranger,Spirit Breaker,Slark,Io,Tinker,Beastmaster,Tusk,True
Axe,Ember Spirit,Sand King,Skywrath Mage,Sniper,Warlock,Tidehunter,Necrophos,Sven,Chen,True
Legion Commander,Invoker,Pugna,Ursa,Broodmother,Timbersaw,Bounty Hunter,Crystal Maiden,Puck,Visage,False
Sniper,Undying,Troll Warlord,Necrophos,Lycan,Mirana,Ember Spirit,Juggernaut,Razor,Invoker,True
Phantom Assassin,Broodmother,Spectre,Doom,Faceless Void,Shadow Fiend,Legion Commander,Sven,Tidehunter,Weaver,False
Witch Doctor,Sniper,Morphling,Leshrac,Slark,Monkey King,Vengeful Spirit,Legion Commander,Phantom Assassin,Silencer,False
Bounty Hunter,Invoker,Rubick,Shadow Demon,Sniper,Timbersaw,Puck,Bloodseeker,Phantom Assassin,Spectre,False
Alchemist,Earthshaker,Nyx Assassin,Tusk,Bounty Hunter,Kunkka,Zeus,Invoker,Venomancer,Lion,False
Ogre Magi,Riki,Medusa,Tinker,Windranger,Techies,Crystal Maiden,Invoker,Huskar,Mirana,False
Razor,Silencer,Doom,Juggernaut,Anti-Mage,Invoker,Venomancer,Slardar,Death Prophet,Meepo,True
Clinkz,Spirit Breaker,Bane,Invoker,Morphling,Terrorblade,Ogre Magi,Shadow Shaman,Magnus,Bloodseeker,False
Wraith King,Nyx Assassin,Kunkka,Zeus,Silencer,Shadow Shaman,Underlord,Juggernaut,Sand King,Gyrocopter,True
Necrophos,Windranger,Bloodseeker,Legion Commander,Drow Ranger,Arc Warden,Venomancer,Alchemist,Winter Wyvern,Faceless Void,True
Rubick,Bristleback,Puck,Death Prophet,Pudge,Monkey King,Sven,Sniper,Alchemist,Slardar,True
Underlord,Lifestealer,Queen of Pain,Jakiro,Warlock,Crystal Maiden,Enigma,Huskar,Elder Titan,Terrorblade,False
Arc Warden,Wraith King,Anti-Mage,Dark Seer,Bristleback,Axe,Lone Druid,Shadow Shaman,Nyx Assassin,Shadow Fiend,False
Anti-Mage,Magnus,Invoker,Dragon Knight,Lycan,Sven,Phantom Lancer,Sniper,Pudge,Riki,False
Earthshaker,Bloodseeker,Keeper of the Light,Clinkz,Bounty Hunter,Drow Ranger,Mirana,Lifestealer,Queen of Pain,Ursa,False
Sniper,Wraith King,Slark,Chaos Knight,Skywrath Mage,Shadow Shaman,Invoker,Clinkz,Death Prophet,Juggernaut,False
Pudge,Batrider,Invoker,Jakiro,Dragon Knight,Naga Siren,Templar Assassin,Earthshaker,Disruptor,Monkey King,True
Bloodseeker,Broodmother,Luna,Necrophos,Phantom Assassin,Shadow Shaman,Sven,Axe,Techies,Lina,True
Queen of Pain,Clinkz,Troll Warlord,Tinker,Beastmaster,Ogre Magi,Kunkka,Bloodseeker,Razor,Templar Assassin,False
Anti-Mage,Shadow Demon,Weaver,Invoker,Crystal Maiden,Magnus,Ember Spirit,Meepo,Skywrath Mage,Doom,False
Lina,Drow Ranger,Shadow Fiend,Faceless Void,Weaver,Chaos Knight,Sniper,Bounty Hunter,Phantom Assassin,Axe,True
Enchantress,Phantom Lancer,Earthshaker,Sniper,Phantom Assassin,Rubick,Viper,Razor,Luna,Axe,False
Troll Warlord,Lich,Nyx Assassin,Shadow Shaman,Necrophos,Weaver,Venomancer,Warlock,Abaddon,Slardar,True
Crystal Maiden,Mirana,Ursa,Tiny,Winter Wyvern,Gyrocopter,Nature's Prophet,Tinker,Wraith King,Clockwerk,False
Riki,Anti-Mage,Warlock,Troll Warlord,Sniper,Underlord,Juggernaut,Broodmother,Magnus,Venomancer,True
Monkey King,Undying,Ancient Apparition,Juggernaut,Pugna,Centaur Warrunner,Legion Commander,Nature's Prophet,Techies,Troll Warlord,True
Keeper of the Light,Pudge,Alchemist,Legion Commander,Sniper,Gyrocopter,Chaos Knight,Huskar,Juggernaut,Bristleback,False
Clockwerk,Lich,Dragon Knight,Clinkz,Zeus,Legion Commander,Juggernaut,Spirit Breaker,Disruptor,Monkey King,True
Puck,Lich,Terrorblade,Centaur Warrunner,Tusk,Crystal Maiden,Naga Siren,Techies,Broodmother,Death Prophet,True
Winter Wyvern,Queen of Pain,Slark,Pudge,Ember Spirit,Phantom Assassin,Necrophos,Magnus,Nature's Prophet,Silencer,True
Elder Titan,Faceless Void,Winter Wyvern,Death Prophet,Dragon Knight,Enchantress,Razor,Undying,Sand King,Naga Siren,True
Sven,Earthshaker,Bristleback,Abaddon,Visage,Queen of Pain,Keeper of the Light,Bloodseeker,Slark,Riki,True
Axe,Silencer,Skywrath Mage,Crystal Maiden,Nature's Prophet,Lina,Batrider,Centaur Warrunner,Zeus,Naga Siren,False
Ursa,Spirit Breaker,Vengeful Spirit,Necrophos,Zeus,Enchantress,Sand King,Visage,Phantom Lancer,Huskar,True
Zeus,Legion Commander,Bounty Hunter,Clinkz,Rubick,Sven,Wraith King,Monkey King,Enigma,Tidehunter,False
Terrorblade,Pudge,Earthshaker,Invoker,Bounty Hunter,Viper,Riki,Sniper,Jakiro,Ember Spirit,True
Faceless Void,Nyx Assassin,Venomancer,Mirana,Pudge,Bloodseeker,Terrorblade,Vengeful Spirit,Legion Commander,Clockwerk,False
Outworld Devourer,Mirana,Slardar,Slark,Lich,Ogre Magi,Kunkka,Clinkz,Templar Assassin,Rubick,True
Puck,Anti-Mage,Templar Assassin,Earthshaker,Oracle,Nature's Prophet,Luna,Nyx Assassin,Monkey King,Io,True
Clinkz,Earth Spirit,Ursa,Tidehunter,Sven,Gyrocopter,Warlock,Crystal Maiden,Dazzle,Alchemist,False
Riki,Dark Seer,Shadow Shaman,Legion Commander,Monkey King,Crystal Maiden,Juggernaut,Bristleback,Ember Spirit,Magnus,True
Death Prophet,Kunkka,Slark,Dark Seer,Wraith King,Lich,Anti-Mage,Witch Doctor,Queen of Pain,Bloodseeker,False
Morphling,Doom,Shadow Shaman,Legion Commander,Anti-Mage,Bloodseeker,Drow Ranger,Juggernaut,Pudge,Magnus,True
Bloodseeker,Zeus,Anti-Mage,Luna,Phantom Assassin,Axe,Sniper,Clinkz,Drow Ranger,Shadow Fiend,True
Bloodseeker,Phantom Lancer,Broodmother,Phantom Assassin,Windranger,Witch Doctor,Templar Assassin,Drow Ranger,Sven,Spirit Breaker,False
Juggernaut,Anti-Mage,Phantom Assassin,Legion Commander,Sven,Monkey King,Invoker,Zeus,Earthshaker,Pudge,True
Outworld Devourer,Puck,Mirana,Bristleback,Luna,Viper,Pudge,Earthshaker,Anti-Mage,Night Stalker,False
Ancient Apparition,Silencer,Storm Spirit,Shadow Shaman,Shadow Fiend,Alchemist,Bloodseeker,Monkey King,Anti-Mage,Venomancer,True
Phantom Assassin,Lifestealer,Meepo,Enchantress,Sniper,Bristleback,Wraith King,Juggernaut,Shadow Shaman,Anti-Mage,True
Viper,Troll Warlord,Shadow Shaman,Tusk,Jakiro,Invoker,Clinkz,Tidehunter,Razor,Ogre Magi,False
Phoenix,Earth Spirit,Magnus,Oracle,Monkey King,Necrophos,Batrider,Razor,Skywrath Mage,Alchemist,False
Monkey King,Undying,Nature's Prophet,Lifestealer,Invoker,Anti-Mage,Pudge,Slardar,Kunkka,Necrophos,False
Broodmother,Viper,Troll Warlord,Keeper of the Light,Sven,Necrophos,Monkey King,Razor,Anti-Mage,Shadow Fiend,True
Mirana,Lion,Batrider,Broodmother,Witch Doctor,Beastmaster,Rubick,Death Prophet,Crystal Maiden,Arc Warden,True
Crystal Maiden,Storm Spirit,Monkey King,Tidehunter,Lycan,Skywrath Mage,Shadow Fiend,Faceless Void,Sniper,Tinker,False
Nature's Prophet,Juggernaut,Monkey King,Oracle,Templar Assassin,Pudge,Viper,Leshrac,Shadow Shaman,Slark,False
Necrophos,Sand King,Leshrac,Vengeful Spirit,Juggernaut,Pudge,Zeus,Razor,Phoenix,Beastmaster,True
Sniper,Phantom Assassin,Weaver,Pugna,Queen of Pain,Monkey King,Troll Warlord,Bristleback,Clockwerk,Razor,False
Huskar,Skywrath Mage,Lion,Phoenix,Sven,Shadow Shaman,Wraith King,Puck,Weaver,Witch Doctor,False
Invoker,Anti-Mage,Phantom Lancer,Spectre,Rubick,Skywrath Mage,Luna,Legion Commander,Earthshaker,Queen of Pain,True
Weaver,Lifestealer,Troll Warlord,Night Stalker,Pudge,Ogre Magi,Lone Druid,Riki,Queen of Pain,Drow Ranger,True
Juggernaut,Riki,Storm Spirit,Monkey King,Bloodseeker,Tinker,Phantom Assassin,Enchantress,Lina,Templar Assassin,False
Batrider,Pugna,Tusk,Juggernaut,Shadow Fiend,Monkey King,Bane,Sniper,Underlord,Viper,False
Storm Spirit,Doom,Riki,Tinker,Shadow Shaman,Sven,Pugna,Anti-Mage,Silencer,Legion Commander,True
Phantom Lancer,Dark Seer,Legion Commander,Storm Spirit,Monkey King,Doom,Bloodseeker,Keeper of the Light,Juggernaut,Pudge,True
Drow Ranger,Phoenix,Phantom Assassin,Troll Warlord,Jakiro,Ursa,Enigma,Lion,Nature's Prophet,Leshrac,True
Necrophos,Invoker,Juggernaut,Wraith King,Dazzle,Zeus,Doom,Legion Commander,Viper,Sven,True
Sven,Troll Warlord,Winter Wyvern,Techies,Ember Spirit,Bristleback,Pudge,Templar Assassin,Silencer,Ancient Apparition,False
Invoker,Rubick,Lifestealer,Weaver,Sven,Broodmother,Troll Warlord,Crystal Maiden,Pudge,Bristleback,False
Dazzle,Slark,Spectre,Meepo,Phantom Assassin,Lone Druid,Bounty Hunter,Clinkz,Morphling,Silencer,False
Shadow Shaman,Sniper,Legion Commander,Techies,Invoker,Anti-Mage,Slark,Tinker,Sven,Abaddon,True
Rubick,Phantom Assassin,Monkey King,Shadow Shaman,Huskar,Ogre Magi,Timbersaw,Gyrocopter,Clinkz,Silencer,True
Oracle,Wraith King,Enchantress,Windranger,Pugna,Axe,Spectre,Riki,Invoker,Ogre Magi,False
Windranger,Wraith King,Keeper of the Light,Earthshaker,Sven,Lion,Necrophos,Broodmother,Monkey King,Faceless Void,True
Tidehunter,Pudge,Riki,Spectre,Arc Warden,Bristleback,Sniper,Invoker,Ogre Magi,Kunkka,False
Razor,Clinkz,Pudge,Anti-Mage,Juggernaut,Treant Protector,Sniper,Weaver,Ogre Magi,Morphling,False
Necrophos,Legion Commander,Venomancer,Nyx Assassin,Invoker,Faceless Void,Lina,Bounty Hunter,Sven,Shadow Shaman,True
Techies,Lich,Bounty Hunter,Phantom Assassin,Centaur Warrunner,Slark,Naga Siren,Axe,Tidehunter,Templar Assassin,False
Troll Warlord,Lion,Anti-Mage,Timbersaw,Mirana,Magnus,Spirit Breaker,Tinker,Shadow Shaman,Juggernaut,False
Troll Warlord,Necrophos,Windranger,Witch Doctor,Pudge,Oracle,Legion Commander,Wraith King,Huskar,Pugna,True
Lich,Spirit Breaker,Chaos Knight,Phantom Assassin,Crystal Maiden,Monkey King,Mirana,Invoker,Sand King,Pudge,True
Slardar,Enchantress,Necrophos,Alchemist,Omniknight,Skywrath Mage,Slark,Dark Seer,Windranger,Elder Titan,True
Legion Commander,Pudge,Earth Spirit,Alchemist,Medusa,Sand King,Weaver,Bloodseeker,Warlock,Dragon Knight,False
Naga Siren,Sniper,Bounty Hunter,Huskar,Luna,Legion Commander,Pudge,Viper,Puck,Medusa,True
Huskar,Queen of Pain,Phantom Assassin,Sven,Pudge,Tiny,Zeus,Anti-Mage,Witch Doctor,Sniper,True
Anti-Mage,Venomancer,Queen of Pain,Invoker,Ursa,Rubick,Lycan,Sniper,Shadow Shaman,Slark,False
Bloodseeker,Pugna,Night Stalker,Ember Spirit,Riki,Windranger,Jakiro,Venomancer,Chaos Knight,Slardar,False
Lycan,Huskar,Abaddon,Jakiro,Phantom Lancer,Weaver,Phantom Assassin,Gyrocopter,Lone Druid,Omniknight,False
Treant Protector,Lina,Monkey King,Necrophos,Centaur Warrunner,Shadow Fiend,Abaddon,Bloodseeker,Warlock,Viper,False
Wraith King,Tiny,Medusa,Keeper of the Light,Queen of Pain,Spectre,Enchantress,Bane,Alchemist,Vengeful Spirit,False
Invoker,Templar Assassin,Sven,Clinkz,Puck,Nature's Prophet,Pudge,Sniper,Shadow Shaman,Kunkka,False
Venomancer,Spirit Breaker,Leshrac,Drow Ranger,Faceless Void,Timbersaw,Morphling,Broodmother,Io,Luna,True
Pudge,Sven,Tinker,Tusk,Lion,Invoker,Meepo,Lifestealer,Puck,Necrophos,True
Vengeful Spirit,Lion,Dragon Knight,Sniper,Chaos Knight,Silencer,Puck,Bristleback,Razor,Techies,True
Huskar,Pudge,Necrophos,Anti-Mage,Ursa,Sven,Faceless Void,Bristleback,Clinkz,Chaos Knight,True
Legion Commander,Invoker,Gyrocopter,Wraith King,Faceless Void,Bloodseeker,Broodmother,Phoenix,Lina,Necrophos,False
Bristleback,Death Prophet,Gyrocopter,Keeper of the Light,Wraith King,Juggernaut,Enigma,Tidehunter,Bounty Hunter,Ember Spirit,True
Axe,Tusk,Chaos Knight,Outworld Devourer,Ursa,Sniper,Timbersaw,Storm Spirit,Doom,Legion Commander,True
Chaos Knight,Lich,Alchemist,Keeper of the Light,Windranger,Razor,Queen of Pain,Bloodseeker,Monkey King,Io,True
Lich,Medusa,Drow Ranger,Luna,Sniper,Batrider,Bloodseeker,Slark,Pudge,Broodmother,True
Phantom Assassin,Venomancer,Night Stalker,Drow Ranger,Bloodseeker,Queen of Pain,Alchemist,Luna,Tiny,Centaur Warrunner,True
Invoker,Io,Sven,Monkey King,Weaver,Spirit Breaker,Shadow Shaman,Pudge,Phantom Lancer,Phoenix,True
Pugna,Legion Commander,Ogre Magi,Nature's Prophet,Disruptor,Jakiro,Terrorblade,Pudge,Brewmaster,Ember Spirit,True
Huskar,Windranger,Weaver,Pudge,Morphling,Shadow Shaman,Templar Assassin,Nyx Assassin,Juggernaut,Crystal Maiden,True
Riki,Axe,Shadow Fiend,Earthshaker,Sniper,Magnus,Monkey King,Pudge,Sven,Phantom Lancer,False
Mirana,Alchemist,Enigma,Anti-Mage,Skywrath Mage,Leshrac,Riki,Axe,Centaur Warrunner,Necrophos,False
Sniper,Riki,Phantom Assassin,Legion Commander,Mirana,Huskar,Earthshaker,Alchemist,Invoker,Anti-Mage,True
Invoker,Sven,Slardar,Earthshaker,Ursa,Weaver,Lich,Keeper of the Light,Sniper,Riki,False
Lycan,Legion Commander,Omniknight,Bristleback,Night Stalker,Dragon Knight,Leshrac,Windranger,Broodmother,Razor,False
Outworld Devourer,Zeus,Invoker,Keeper of the Light,Witch Doctor,Lion,Pugna,Monkey King,Pudge,Doom,False
Invoker,Venomancer,Spirit Breaker,Ancient Apparition,Razor,Anti-Mage,Necrophos,Phantom Assassin,Earthshaker,Huskar,False
Sven,Phantom Assassin,Earthshaker,Sand King,Zeus,Venomancer,Elder Titan,Alchemist,Witch Doctor,Dragon Knight,True
Earthshaker,Lina,Legion Commander,Wraith King,Sniper,Windranger,Phantom Assassin,Zeus,Bristleback,Anti-Mage,True
Weaver,Venomancer,Slark,Vengeful Spirit,Monkey King,Skywrath Mage,Ember Spirit,Terrorblade,Nyx Assassin,Faceless Void,False
Phantom Assassin,Luna,Sniper,Clinkz,Wraith King,Anti-Mage,Axe,Sven,Bounty Hunter,Zeus,True
Outworld Devourer,Lone Druid,Ancient Apparition,Gyrocopter,Crystal Maiden,Templar Assassin,Nyx Assassin,Naga Siren,Ursa,Morphling,False
Invoker,Chaos Knight,Outworld Devourer,Sniper,Silencer,Medusa,Shadow Fiend,Sven,Anti-Mage,Juggernaut,True
Treant Protector,Sven,Ursa,Vengeful Spirit,Phantom Assassin,Lycan,Slark,Arc Warden,Windranger,Phantom Lancer,True
Sand King,Tiny,Kunkka,Monkey King,Troll Warlord,Tinker,Nature's Prophet,Slardar,Phantom Assassin,Jakiro,False
Warlock,Earth Spirit,Rubick,Batrider,Riki,Outworld Devourer,Pudge,Bristleback,Monkey King,Medusa,False
Luna,Drow Ranger,Beastmaster,Abaddon,Vengeful Spirit,Terrorblade,Legion Commander,Underlord,Dragon Knight,Morphling,True
Leshrac,Necrophos,Sven,Tidehunter,Naga Siren,Legion Commander,Templar Assassin,Drow Ranger,Windranger,Bounty Hunter,True
Centaur Warrunner,Weaver,Bounty Hunter,Phantom Assassin,Sven,Riki,Faceless Void,Sniper,Beastmaster,Clinkz,True
Winter Wyvern,Nature's Prophet,Riki,Anti-Mage,Ember Spirit,Bounty Hunter,Juggernaut,Tinker,Earthshaker,Chen,True
Skywrath Mage,Kunkka,Huskar,Lich,Queen of Pain,Weaver,Timbersaw,Beastmaster,Razor,Riki,True
Chaos Knight,Gyrocopter,Warlock,Bristleback,Terrorblade,Skywrath Mage,Bane,Weaver,Ancient Apparition,Anti-Mage,True
Juggernaut,Monkey King,Vengeful Spirit,Crystal Maiden,Huskar,Luna,Drow Ranger,Venomancer,Phantom Lancer,Ancient Apparition,False
Tusk,Night Stalker,Morphling,Outworld Devourer,Invoker,Ursa,Batrider,Troll Warlord,Legion Commander,Mirana,True
Huskar,Enchantress,Weaver,Leshrac,Legion Commander,Axe,Phantom Lancer,Necrophos,Pudge,Omniknight,False
Lina,Rubick,Kunkka,Timbersaw,Night Stalker,Sniper,Morphling,Broodmother,Crystal Maiden,Dazzle,True
Doom,Crystal Maiden,Medusa,Io,Oracle,Undying,Lion,Ancient Apparition,Death Prophet,Puck,True
Clockwerk,Rubick,Storm Spirit,Lifestealer,Axe,Lion,Venomancer,Juggernaut,Broodmother,Warlock,False
Huskar,Drow Ranger,Anti-Mage,Techies,Crystal Maiden,Juggernaut,Invoker,Necrophos,Shadow Shaman,Nature's Prophet,True
Pudge,Visage,Juggernaut,Clockwerk,Storm Spirit,Invoker,Ogre Magi,Night Stalker,Sniper,Weaver,False
Faceless Void,Storm Spirit,Disruptor,Nyx Assassin,Night Stalker,Batrider,Tidehunter,Zeus,Broodmother,Leshrac,True
Templar Assassin,Mirana,Winter Wyvern,Venomancer,Riki,Viper,Timbersaw,Treant Protector,Monkey King,Oracle,True
Necrophos,Shadow Fiend,Windranger,Jakiro,Pudge,Anti-Mage,Clinkz,Earth Spirit,Chaos Knight,Earthshaker,True
Dazzle,Jakiro,Bloodseeker,Chaos Knight,Phantom Assassin,Bounty Hunter,Underlord,Oracle,Shadow Shaman,Pugna,True
Ogre Magi,Lina,Slark,Storm Spirit,Tidehunter,Slardar,Sniper,Phantom Assassin,Treant Protector,Monkey King,False
Shadow Shaman,Kunkka,Chaos Knight,Faceless Void,Templar Assassin,Legion Commander,Lich,Terrorblade,Clinkz,Shadow Fiend,True
Tiny,Slark,Dragon Knight,Timbersaw,Wraith King,Bounty Hunter,Tidehunter,Viper,Jakiro,Visage,False
Faceless Void,Queen of Pain,Vengeful Spirit,Invoker,Lion,Tiny,Necrophos,Wraith King,Gyrocopter,Ogre Magi,True
Necrophos,Nyx Assassin,Bloodseeker,Spirit Breaker,Leshrac,Meepo,Monkey King,Pudge,Dark Seer,Tidehunter,True
Queen of Pain,Lich,Necrophos,Ancient Apparition,Drow Ranger,Chaos Knight,Io,Clockwerk,Kunkka,Mirana,False
Sniper,Zeus,Monkey King,Legion Commander,Medusa,Spirit Breaker,Ember Spirit,Anti-Mage,Shadow Shaman,Witch Doctor,False
Ancient Apparition,Legion Commander,Invoker,Drow Ranger,Necrophos,Pudge,Juggernaut,Sniper,Alchemist,Axe,True
Pugna,Dragon Knight,Sniper,Lifestealer,Mirana,Terrorblade,Spectre,Pudge,Lone Druid,Weaver,True
Anti-Mage,Silencer,Tusk,Lion,Sniper,Bristleback,Pudge,Phantom Assassin,Shadow Fiend,Bloodseeker,True
Outworld Devourer,Medusa,Clockwerk,Luna,Axe,Viper,Centaur Warrunner,Weaver,Ursa,Warlock,False
Lone Druid,Ember Spirit,Lifestealer,Bloodseeker,Legion Commander,Lycan,Broodmother,Necrophos,Pudge,Bane,False
Lion,Mirana,Broodmother,Sven,Oracle,Storm Spirit,Ogre Magi,Monkey King,Tidehunter,Spectre,True
Drow Ranger,Lycan,Terrorblade,Necrophos,Meepo,Lifestealer,Clinkz,Mirana,Troll Warlord,Templar Assassin,True
Necrophos,Razor,Kunkka,Invoker,Shadow Shaman,Riki,Sven,Huskar,Medusa,Ursa,True
Lifestealer,Bloodseeker,Weaver,Gyrocopter,Zeus,Alchemist,Storm Spirit,Nature's Prophet,Slardar,Arc Warden,True
Kunkka,Troll Warlord,Venomancer,Phantom Assassin,Anti-Mage,Batrider,Axe,Ogre Magi,Bristleback,Windranger,True
Phantom Lancer,Tinker,Monkey King,Queen of Pain,Chen,Outworld Devourer,Venomancer,Mirana,Axe,Juggernaut,True
Riki,Wraith King,Viper,Clinkz,Visage,Witch Doctor,Sniper,Luna,Bristleback,Shadow Shaman,True
Arc Warden,Keeper of the Light,Clockwerk,Troll Warlord,Huskar,Pugna,Magnus,Juggernaut,Bloodseeker,Nature's Prophet,True
Pugna,Earthshaker,Tinker,Anti-Mage,Shadow Shaman,Legion Commander,Shadow Demon,Chaos Knight,Timbersaw,Nature's Prophet,False
Pugna,Sniper,Riki,Axe,Treant Protector,Anti-Mage,Shadow Fiend,Spirit Breaker,Bristleback,Keeper of the Light,True
Riki,Shadow Fiend,Legion Commander,Wraith King,Crystal Maiden,Troll Warlord,Shadow Shaman,Bristleback,Pugna,Sand King,False
Nyx Assassin,Juggernaut,Rubick,Jakiro,Sven,Necrophos,Drow Ranger,Ember Spirit,Kunkka,Faceless Void,True
Bounty Hunter,Phantom Lancer,Tusk,Faceless Void,Phantom Assassin,Nature's Prophet,Spirit Breaker,Techies,Omniknight,Leshrac,True
Luna,Disruptor,Windranger,Spectre,Pugna,Pudge,Bristleback,Wraith King,Tiny,Nyx Assassin,False
Sven,Ember Spirit,Rubick,Shadow Fiend,Tusk,Queen of Pain,Death Prophet,Windranger,Lifestealer,Nyx Assassin,True
Necrophos,Sniper,Legion Commander,Sand King,Ember Spirit,Lich,Dragon Knight,Night Stalker,Monkey King,Invoker,False
Juggernaut,Sniper,Disruptor,Tinker,Phantom Assassin,Axe,Shadow Fiend,Ogre Magi,Tusk,Clinkz,True
Pudge,Earthshaker,Legion Commander,Windranger,Drow Ranger,Enchantress,Huskar,Troll Warlord,Terrorblade,Monkey King,False
Disruptor,Nyx Assassin,Pudge,Bloodseeker,Phantom Assassin,Meepo,Earth Spirit,Ursa,Weaver,Io,False
Shadow Fiend,Omniknight,Pudge,Windranger,Slark,Faceless Void,Puck,Weaver,Shadow Demon,Earthshaker,False
Puck,Crystal Maiden,Enigma,Slark,Windranger,Pudge,Spirit Breaker,Huskar,Rubick,Sand King,True
Zeus,Sand King,Bloodseeker,Anti-Mage,Lion,Wraith King,Skywrath Mage,Enigma,Faceless Void,Slardar,True
Kunkka,Mirana,Rubick,Drow Ranger,Tinker,Outworld Devourer,Ogre Magi,Witch Doctor,Underlord,Faceless Void,True
Huskar,Tusk,Tidehunter,Clinkz,Necrophos,Slardar,Phantom Assassin,Dazzle,Templar Assassin,Magnus,True
Slardar,Naga Siren,Templar Assassin,Sniper,Viper,Anti-Mage,Doom,Phantom Assassin,Pugna,Pudge,True
Earthshaker,Batrider,Arc Warden,Omniknight,Tidehunter,Death Prophet,Sniper,Enigma,Magnus,Nyx Assassin,False
Broodmother,Pudge,Shadow Fiend,Venomancer,Disruptor,Drow Ranger,Clockwerk,Terrorblade,Winter Wyvern,Necrophos,True
Arc Warden,Dazzle,Beastmaster,Alchemist,Wraith King,Puck,Terrorblade,Lycan,Clockwerk,Drow Ranger,False
Slardar,Lina,Warlock,Invoker,Slark,Juggernaut,Necrophos,Pudge,Tiny,Dazzle,True
Bristleback,Sven,Lion,Ember Spirit,Queen of Pain,Brewmaster,Drow Ranger,Earth Spirit,Warlock,Nature's Prophet,True
Riki,Juggernaut,Night Stalker,Morphling,Axe,Enchantress,Bristleback,Storm Spirit,Jakiro,Enigma,True
Beastmaster,Morphling,Techies,Lifestealer,Dark Seer,Lina,Viper,Pugna,Anti-Mage,Shadow Fiend,False
Crystal Maiden,Bane,Timbersaw,Oracle,Mirana,Razor,Juggernaut,Viper,Anti-Mage,Omniknight,False
Visage,Windranger,Silencer,Necrophos,Dark Seer,Bane,Legion Commander,Viper,Lina,Jakiro,False
Sniper,Bloodseeker,Ember Spirit,Rubick,Tidehunter,Legion Commander,Invoker,Keeper of the Light,Crystal Maiden,Timbersaw,False
Storm Spirit,Keeper of the Light,Phantom Assassin,Pudge,Bristleback,Ancient Apparition,Terrorblade,Meepo,Spirit Breaker,Sven,False
Spirit Breaker,Elder Titan,Jakiro,Windranger,Silencer,Clockwerk,Crystal Maiden,Phantom Assassin,Lycan,Underlord,True
Shadow Fiend,Viper,Phantom Assassin,Earth Spirit,Night Stalker,Zeus,Ember Spirit,Anti-Mage,Bloodseeker,Sniper,False
Earth Spirit,Lycan,Weaver,Lone Druid,Dragon Knight,Luna,Nature's Prophet,Mirana,Abaddon,Drow Ranger,False
Death Prophet,Faceless Void,Clockwerk,Zeus,Pugna,Elder Titan,Legion Commander,Enchantress,Bloodseeker,Warlock,False
Dazzle,Phantom Assassin,Sand King,Dragon Knight,Lycan,Spirit Breaker,Ancient Apparition,Skywrath Mage,Brewmaster,Slark,True
Bloodseeker,Dazzle,Weaver,Keeper of the Light,Shadow Demon,Phoenix,Lion,Lycan,Lina,Tinker,True
Pugna,Ember Spirit,Juggernaut,Pudge,Disruptor,Tiny,Sand King,Queen of Pain,Silencer,Sniper,True
Phantom Assassin,Sniper,Bane,Puck,Tiny,Spectre,Bristleback,Luna,Zeus,Lion,True
Phantom Assassin,Silencer,Pudge,Juggernaut,Sniper,Spirit Breaker,Riki,Huskar,Bristleback,Templar Assassin,True
Venomancer,Dazzle,Outworld Devourer,Bristleback,Juggernaut,Drow Ranger,Phantom Assassin,Phantom Lancer,Kunkka,Huskar,False
Enchantress,Tidehunter,Naga Siren,Outworld Devourer,Dazzle,Broodmother,Luna,Troll Warlord,Zeus,Clockwerk,False
Anti-Mage,Lion,Troll Warlord,Riki,Mirana,Queen of Pain,Lich,Venomancer,Juggernaut,Legion Commander,True
Dark Seer,Morphling,Lifestealer,Monkey King,Juggernaut,Ursa,Pudge,Silencer,Phantom Lancer,Sand King,False
Medusa,Zeus,Chaos Knight,Axe,Monkey King,Invoker,Bristleback,Phantom Assassin,Lich,Kunkka,False
Oracle,Nature's Prophet,Axe,Tidehunter,Riki,Night Stalker,Sven,Luna,Phantom Assassin,Kunkka,True
